,Rank,Racer,Text_Bests,Races,Texts,Career,Best_10,Best_Race,Points,Wins,Win_%,Marathon,Last_Race,Variation
2450,2451.0,johnr_,95.79,3724,2172,94.0,130.67,140.11,307240.1,1360,36.52,109,2021-09-09,13.33
2451,2452.0,schttj,95.79,22057,5235,88.07,136.69,141.62,1746806.32,7809,35.4,301,2021-09-21,16.49
2452,2453.0,mrprx,95.79,20392,5101,83.61,135.67,140.91,1380243.63,6827,33.48,217,2021-09-18,25.35
2453,2454.0,steviebeans,95.78,6124,2453,89.25,135.36,143.22,360204.49,2150,35.11,190,2021-02-02,14.24
2454,2455.0,bookin123,95.75,3310,2339,94.15,125.48,131.2,276416.3,1243,37.55,280,2021-06-13,11.02
2455,2456.0,lebao,95.75,25413,1521,85.55,131.91,134.66,35599.62,10994,43.26,174,2021-09-01,15.75
2456,2457.0,sainttail,95.71,8306,1279,85.91,121.34,129.82,45625.57,2974,35.81,212,2021-08-13,11.69
2457,2458.0,mogh,95.7,5455,1228,89.07,128.04,132.17,47240.42,2087,38.26,78,2021-08-26,12.95
2458,2459.0,wjockel,95.7,3052,1839,93.33,124.69,133.24,249107.05,1170,38.34,283,2021-05-19,14.09
2459,2460.0,sam313,95.7,2114,1652,94.49,128.79,131.03,169848.16,822,38.88,165,2021-09-07,12.35
2460,2461.0,wrfc627,95.66,6054,2868,93.54,122.01,128.7,484992.98,2150,35.51,306,2021-09-13,8.91
2461,2462.0,akellomukasa,95.66,2535,1881,93.92,138.29,161.43,214413.47,1049,41.38,185,2020-02-27,15.43
2462,2463.0,asdf5742,95.64,2618,1693,95.19,131.85,139.66,205914.65,834,31.86,134,2021-08-02,12.41
2463,2464.0,honeyagera..,95.64,4691,2051,86.17,135.62,138.49,139789.76,2636,56.19,143,2021-03-14,18.28
2464,2465.0,amrhachicho,95.63,4876,2545,93.15,125.48,130.56,337045.71,1875,38.45,105,2021-07-17,11.46
2465,2466.0,vknoguti,95.62,5069,2977,92.69,129.08,134.76,414797.52,1879,37.07,126,2020-10-07,12.0
2466,2467.0,nerif,95.62,14924,4750,89.12,158.19,167.46,1165028.19,5177,34.69,182,2021-09-18,20.39
2467,2468.0,chorboe,95.61,3915,2625,94.0,127.41,135.03,338539.08,1460,37.29,152,2021-06-21,10.7
2468,2469.0,kangsi,95.61,4803,2150,83.98,126.52,129.53,207958.37,1851,38.54,206,2021-08-21,21.32
2469,2470.0,kabayanhustler,95.57,19975,2690,81.67,129.01,134.69,272662.25,6768,33.88,337,2021-08-24,17.22
2470,2471.0,xquyen,95.55,7111,3218,91.93,125.3,129.16,587260.79,2556,35.94,594,2021-09-13,10.79
2471,2472.0,hengkysanjaya,95.54,3537,2262,92.98,130.09,136.38,296663.75,1473,41.65,67,2021-01-03,12.04
2472,2473.0,leepictrollexd,95.53,8004,3296,85.54,131.19,134.81,368743.82,2785,34.8,118,2021-09-13,18.12
2473,2474.0,ShinobuKocho brYaVid Gaming..,95.52,2078,1679,93.92,152.57,167.29,167452.54,716,34.46,309,2021-08-17,17.79
2474,2475.0,huynhkhac..,95.51,8509,3716,90.99,138.37,144.86,713556.45,3200,37.61,157,2021-09-04,12.2
2475,2476.0,saxum,95.51,2370,1308,92.23,121.87,124.34,62728.88,875,36.92,86,2021-04-30,10.13
2476,2477.0,doctoras,95.51,16891,2656,87.17,123.89,136.46,230314.88,7039,41.67,198,2021-09-22,11.9
2477,2478.0,verdaderopan,95.49,4188,2743,94.1,130.78,137.87,361389.03,1484,35.43,144,2021-09-14,11.93
2478,2479.0,bqn0309,95.49,2627,1959,94.53,126.85,130.16,224112.32,1004,38.22,70,2021-08-27,11.49
2479,2480.0,thunderz2016,95.48,2708,2036,93.64,138.16,148.96,225813.06,1041,38.44,133,2021-08-31,16.11
2480,2481.0,craposo7,95.47,2767,1559,90.97,133.72,148.82,129517.45,854,30.86,120,2021-09-09,14.94
2481,2482.0,ogin,95.47,3067,1094,86.68,135.84,141.26,21737.51,1264,41.21,89,2019-05-27,20.43
2482,2483.0,snarkyp,95.47,3951,2182,91.52,130.88,141.1,197472.54,1419,35.91,133,2021-07-27,12.8
2483,2484.0,gemstoned,95.46,1953,1515,93.87,132.71,143.55,163650.05,769,39.38,143,2018-11-03,13.35
2484,2485.0,livlev,95.46,12699,1919,92.2,124.2,128.57,123363.31,4952,39.0,224,2020-12-14,10.34
2485,2486.0,hass..,95.45,9304,2388,89.03,128.42,132.09,354720.0,3490,37.51,230,2017-11-14,11.82
2486,2487.0,scylla1,95.45,4621,2853,93.34,132.59,137.61,387160.39,1671,36.16,208,2021-09-19,13.11
2487,2488.0,alchemist1,95.43,2335,1307,92.42,125.44,137.04,65326.37,924,39.57,130,2017-10-05,10.89
2488,2489.0,edertyper,95.42,16177,1449,88.71,123.97,125.07,51623.49,6191,38.27,120,2021-09-15,10.08
2489,2490.0,whyme__,95.4,19796,4553,92.02,146.67,152.93,1607158.81,7544,38.11,230,2021-09-20,17.78
2490,2491.0,walfare_12,95.4,3718,2028,92.43,127.82,138.9,301256.91,1403,37.74,74,2021-09-20,10.41
2491,2492.0,tt147,95.4,1577,1201,94.31,120.85,126.53,128336.18,599,37.98,216,2021-09-20,10.84
2492,2493.0,bomely,95.39,1750,1433,94.4,136.16,144.09,148046.52,628,35.89,68,2021-09-21,14.24
2493,2494.0,bidi,95.39,2399,1741,94.1,132.52,136.86,192813.24,862,35.93,115,2021-09-04,12.01
2494,2495.0,el_lobe,95.38,3891,2074,92.76,123.32,125.71,310537.82,1305,33.54,122,2021-09-21,10.92
2495,2496.0,michael_22,95.37,1610,1290,94.35,126.16,128.54,133598.49,661,41.06,180,2019-04-09,11.24
2496,2497.0,libung,95.37,1618,1203,93.84,125.54,135.08,133493.72,577,35.66,227,2021-08-18,11.34
2497,2498.0,lolimaster,95.36,7962,2668,90.91,121.85,127.62,621089.16,2654,33.33,278,2021-09-14,9.32
2498,2499.0,blazeclash,95.36,3362,2228,94.03,137.32,154.21,279238.34,1216,36.17,57,2021-09-12,15.55
2499,2500.0,bigswass,95.36,1504,1210,94.61,135.61,140.82,121666.56,791,52.59,80,2021-09-15,15.96
2500,2501.0,chadpalmer2,95.35,1860,1413,94.1,131.5,141.15,156694.18,727,39.09,83,2020-05-12,11.95
2501,2502.0,mralex101,95.35,1873,1507,94.67,131.04,139.43,150530.03,640,34.17,153,2021-08-14,11.92
2502,2503.0,jeffmartinedvan,95.35,1837,1396,94.76,124.34,137.54,153256.13,669,36.42,197,2021-09-10,9.9
2503,2504.0,thetientran,95.34,12511,3983,91.75,146.42,154.48,1004332.39,4586,36.66,180,2021-09-22,16.76
2504,2505.0,destroy_the_world,95.32,3702,2351,93.92,126.24,132.17,303877.76,1172,31.66,143,2021-09-19,10.25
2505,2506.0,avoc17,95.31,2717,1765,93.41,127.98,141.11,218119.65,1010,37.17,140,2021-09-19,11.46
2506,2507.0,sglavacreeper,95.29,3715,2300,90.18,141.4,148.02,241679.64,1519,40.89,124,2019-02-02,19.16
2507,2508.0,pirates_of_ca..,95.29,2172,1037,85.46,127.57,139.41,43723.13,968,44.57,217,2021-03-31,22.37
2508,2509.0,shinmyou,95.29,10699,4078,91.45,130.7,137.38,905866.86,3435,32.11,192,2021-09-19,11.94
2509,2510.0,neodytrium,95.26,36553,4839,91.56,149.35,158.91,2881282.85,12589,34.44,584,2021-09-16,15.79
2510,2511.0,stewsquared,95.25,3578,1252,89.15,121.2,123.82,116198.22,1444,40.36,262,2021-08-24,11.23
2511,2512.0,zapadobo,95.23,1592,1208,94.01,124.25,129.77,129474.34,570,35.8,123,2021-09-14,10.75
2512,2513.0,tristanhilton85,95.19,19751,3213,88.03,123.75,128.65,517496.1,6464,32.73,284,2021-09-01,11.18
2513,2514.0,nozaaaj,95.18,2833,1753,91.64,133.58,142.87,129329.39,1072,37.84,92,2020-06-05,12.95
2514,2515.0,shouenlee,95.17,2469,1835,93.78,133.49,151.37,206654.55,872,35.32,194,2020-11-06,10.93
2515,2516.0,sisalt,95.17,2575,1787,92.68,132.8,136.19,167950.69,1009,39.18,40,2021-09-17,15.33
2516,2517.0,neatrianty,95.17,2873,2085,93.86,139.31,144.4,231301.11,1188,41.35,138,2021-08-29,18.56
2517,2518.0,redbubba,95.16,1780,1441,93.95,139.68,157.75,133327.29,639,35.9,143,2021-08-24,16.92
2518,2519.0,sourav1230,95.15,1580,1302,94.09,128.68,133.57,128402.11,615,38.92,29,2021-09-08,13.4
2519,2520.0,docsattar,95.15,3927,2521,93.6,119.64,122.85,316712.58,1395,35.52,162,2021-08-28,7.73
2520,2521.0,i_type_really_slow_ok,95.14,2657,1673,92.61,130.78,138.54,211852.32,1218,45.84,125,2021-09-02,12.52
2521,2522.0,amosbird,95.11,6402,3197,91.44,126.97,132.8,502060.18,2393,37.38,254,2021-08-28,13.32
2522,2523.0,lckjosh,95.1,1569,1171,94.41,127.51,135.77,114629.99,521,33.21,71,2021-09-11,14.59
2523,2524.0,meikaina,95.1,5445,3193,92.81,139.02,148.58,457947.48,1946,35.74,304,2021-06-21,14.72
2524,2525.0,entropian,95.09,5447,3239,92.96,122.37,128.79,470506.84,2109,38.72,122,2021-09-06,9.87
2525,2526.0,jefry1217,95.09,3522,2394,92.0,140.1,150.5,294434.98,1372,38.96,214,2021-08-15,17.61
2526,2527.0,kittyman10,95.07,4669,2982,93.15,128.6,142.65,404954.85,1813,38.83,167,2021-08-31,11.69
2527,2528.0,bayemirov,95.04,11666,4072,88.55,136.29,145.26,866955.78,3720,31.89,168,2021-09-19,17.22
2528,2529.0,mitchpaglia,95.04,5503,1300,83.45,128.18,130.16,55114.77,1708,31.04,146,2020-07-13,16.47
2529,2530.0,reggies,95.04,8343,1637,87.88,127.63,136.13,60739.89,3181,38.13,183,2018-02-02,11.25
2530,2531.0,dvorak_king,95.03,11776,4508,89.56,139.16,157.81,960403.9,4169,35.4,202,2021-09-05,14.73
2531,2532.0,wowcow,95.0,8048,1264,75.75,121.37,123.35,76027.52,2738,34.02,202,2018-12-28,18.85
2532,2533.0,mattinato21,95.0,17895,2071,102.27,208.82,317.49,1249672.55,2813,15.72,511,2021-08-10,20.11
2533,2534.0,dustinofolino,94.99,2994,1706,88.14,130.31,134.61,113208.05,1117,37.31,116,2021-05-28,21.0
2534,2535.0,shockblades,94.98,2074,1582,94.64,141.43,144.76,155924.45,784,37.8,121,2021-09-06,12.74
2535,2536.0,husixu1,94.98,12610,3906,93.34,133.14,140.8,1025554.4,4479,35.52,193,2021-09-18,14.54
2536,2537.0,maskedvigilance,94.97,1632,1319,94.35,128.72,135.31,135220.27,673,41.24,403,2021-08-09,11.88
2537,2538.0,negoldbe,94.97,1593,1257,94.77,122.08,128.12,126410.28,526,33.02,71,2021-08-31,10.82
2538,2539.0,thaboggla,94.96,15675,4335,89.96,128.68,135.85,1233471.66,5946,37.93,238,2020-08-21,9.88
2539,2540.0,thinkpads,94.96,2595,1979,93.63,131.07,136.0,219657.51,1018,39.23,381,2021-08-30,13.3
2540,2541.0,killin..,94.95,89235,3155,96.13,152.09,158.71,377102.92,48218,54.03,677,2020-09-17,17.08
2541,2542.0,jr9810,94.94,29072,4604,83.3,127.96,138.37,2162489.43,9263,31.86,297,2021-08-16,14.16
2542,2543.0,hozning,94.91,1505,1056,94.1,123.16,135.79,57778.19,627,41.66,82,2021-09-09,9.49
2543,2544.0,aa88ron02,94.91,4666,3012,92.24,136.21,148.11,396607.56,1679,35.98,236,2021-09-09,13.79
2544,2545.0,mcrockett,94.91,1965,1237,93.09,117.53,121.99,80945.14,809,41.17,86,2019-05-23,9.59
2545,2546.0,fortress_king,94.91,9247,2862,88.53,129.02,139.13,702471.87,3096,33.48,136,2021-09-21,11.85
2546,2547.0,ochu,94.9,19451,1531,85.32,126.67,131.01,93005.78,7824,40.22,245,2021-05-05,15.3
2547,2548.0,jnml19,94.9,1727,1270,93.83,115.37,120.43,137928.61,585,33.87,144,2021-09-09,8.17
2548,2549.0,insanebiff,94.88,3096,1033,90.67,121.69,129.31,48452.51,1265,40.86,67,2021-08-27,10.2
2549,2550.0, (pndspirit,94.88,4414,2745,92.25,148.57,165.36,274340.9,2072,46.94,263,2021-06-19,13.38
2550,2551.0,ajityahoo876,94.87,38367,2994,77.87,731.85,3168.54,599861.39,14545,37.91,161,2021-05-13,34.31
2551,2552.0,twizzzle,94.87,7351,2894,96.65,150.2,154.16,331419.07,3583,48.74,729,2021-08-24,20.69
2552,2553.0,yoyoplz,94.86,1862,1365,93.7,127.36,144.16,133552.27,674,36.2,86,2020-05-05,10.81
2553,2554.0,mrtempo,94.86,12764,2667,87.18,126.14,136.5,263089.97,4859,38.07,113,2021-09-18,11.74
2554,2555.0,falsekrakk808,94.86,2437,1172,90.51,122.45,137.93,69338.8,941,38.61,60,2021-05-26,10.11
2555,2556.0,ashun,94.84,2352,1309,91.51,121.59,128.89,92009.55,952,40.48,83,2021-03-11,10.56
2556,2557.0,sanchit92,94.84,12972,3775,87.92,130.84,139.95,612083.9,4882,37.63,217,2021-03-06,11.87
2557,2558.0,walter_gilbert,94.84,1818,1369,93.99,126.76,141.67,152513.76,670,36.85,85,2021-09-17,10.42
2558,2559.0,guojin99,94.84,2723,1708,93.26,115.89,120.9,223823.19,919,33.75,179,2021-08-29,8.17
2559,2560.0,goscinny2,94.8,2077,1605,94.05,135.59,147.26,182253.74,877,42.22,101,2019-02-12,13.0
2560,2561.0,mcgoose,94.8,1882,1210,92.55,126.69,132.17,91312.04,695,36.93,170,2021-04-07,12.0
2561,2562.0,b3nj4m1n,94.78,12213,3655,88.14,149.43,156.22,798906.13,3513,28.76,272,2021-09-21,21.44
2562,2563.0,I_rofl_at_quitters | onegua..,94.76,28545,4988,86.27,126.14,133.75,2083149.13,9139,32.02,197,2021-09-22,12.34
2563,2564.0,thelastmuffin,94.76,3500,2171,93.12,127.26,129.85,288391.37,1334,38.11,133,2021-09-19,11.82
2564,2565.0,bently5102,94.76,7188,3541,92.33,133.98,144.6,559626.95,2312,32.16,433,2021-07-23,12.91
2565,2566.0,snyderator,94.75,3202,2163,91.52,122.86,124.11,222185.23,1179,36.82,73,2021-09-04,14.04
2566,2567.0,abievans46,94.74,1589,1311,93.86,129.79,138.85,116539.12,596,37.51,304,2020-08-04,12.71
2567,2568.0,rwfeng72,94.72,30981,4705,85.62,131.96,137.36,2042608.47,9326,30.1,185,2021-07-09,12.13
2568,2569.0,dufour,94.7,88278,1611,86.95,165.01,239.19,174975.02,41786,47.33,999,2021-08-16,10.55
2569,2570.0,s0ft3n,94.7,1524,1217,93.68,128.58,135.81,125904.33,650,42.65,80,2021-09-13,14.39
2570,2571.0,lindeman,94.7,4012,1387,86.79,127.38,134.78,100458.65,1620,40.38,100,2021-08-28,13.33
2571,2572.0,Topre gang,94.68,3180,1466,88.67,126.09,138.24,87384.43,1179,37.08,159,2021-08-18,12.8
2572,2573.0,michael_j_g,94.67,2630,1597,90.68,148.58,154.32,156366.66,924,35.13,90,2021-08-29,21.09
2573,2574.0,kizunajemini2..,94.67,1754,1315,93.35,123.44,130.86,143481.36,707,40.31,91,2021-09-21,11.87
2574,2575.0,georgetianke,94.65,2700,2011,93.5,120.32,125.34,228868.55,1020,37.78,221,2021-09-12,10.11
2575,2576.0,cthuihu,94.65,1946,1567,93.42,145.87,180.11,144201.32,644,33.09,203,2018-07-28,16.53
2576,2577.0,natmac4,94.64,4806,1364,84.76,125.05,130.8,88582.8,1787,37.18,116,2021-08-01,15.25
2577,2578.0,figuresofstick,94.64,8463,1671,87.32,125.18,133.69,84555.12,3191,37.71,190,2021-09-14,13.16
2578,2579.0, (o_o_f,94.61,2727,1862,93.41,138.03,150.39,206411.15,1031,37.81,99,2021-09-17,22.62
2579,2580.0,isitenough,94.61,10405,2814,87.02,125.37,128.72,776564.8,3307,31.78,304,2021-08-22,12.56
2580,2581.0,sheckla,94.61,1982,1595,93.57,123.71,127.62,166128.61,763,38.5,149,2021-09-18,12.1
2581,2582.0,aibrys,94.6,6395,2478,87.04,124.15,131.39,361405.8,2100,32.84,238,2018-08-01,17.14
2582,2583.0,kaszanka12,94.6,6187,3157,88.73,134.93,145.06,403463.32,2340,37.82,259,2021-09-09,17.33
2583,2584.0,grimmujow,94.59,2152,1563,92.69,123.93,134.87,141206.58,862,40.06,52,2020-07-19,11.66
2584,2585.0,aurash,94.58,19946,1137,82.35,117.29,123.82,21103.6,7198,36.09,207,2021-02-04,11.68
2585,2586.0,sq_leonhart,94.55,2412,1833,93.73,116.7,122.21,205231.91,896,37.15,67,2021-09-19,8.73
2586,2587.0,acheron,94.54,22916,1158,89.54,130.42,132.12,47270.23,9842,42.95,284,2021-06-18,13.9
2587,2588.0,jayvenlai,94.53,1560,1246,94.0,123.12,138.11,124000.79,515,33.01,66,2021-03-01,10.33
2588,2589.0,xtios,94.53,1849,1489,93.21,131.76,143.25,156623.59,729,39.43,92,2021-09-18,13.17
2589,2590.0,dmeadows87,94.52,11428,1493,86.05,121.52,139.58,0.0,4060,35.53,313,2017-03-22,9.96
2590,2591.0,ksydry_nt_pbt,94.52,9720,2425,89.18,125.85,130.89,284540.74,3472,35.72,188,2017-11-23,9.6
2591,2592.0,erik2405_,94.52,7728,3162,92.12,137.57,146.31,576183.91,2692,34.83,489,2021-08-26,13.98
2592,2593.0,seve..,94.51,3791,1154,85.06,121.29,123.66,38811.14,1258,33.18,125,2019-08-17,17.21
2593,2594.0,yorickvw,94.5,1700,1346,93.49,127.9,133.43,145520.65,680,40.0,358,2018-07-04,10.62
2594,2595.0,oddblob..,94.5,3316,1890,90.24,132.03,142.56,225081.31,1132,34.14,265,2021-09-12,20.88
2595,2596.0,karolusmagnus,94.48,1756,1245,93.1,116.17,118.93,110377.98,611,34.79,119,2021-07-21,9.8
2596,2597.0,megumin00,94.47,2020,1563,93.88,130.28,133.96,167162.11,838,41.49,79,2021-09-01,14.18
2597,2598.0,rahmu,94.47,3166,1107,88.48,116.86,120.35,43363.86,1359,42.92,75,2021-09-17,11.75
2598,2599.0,gegs921,94.47,4037,2516,92.72,132.55,142.47,332334.2,1465,36.29,80,2021-09-08,13.36
2599,2600.0,mtdewaholic,94.46,6990,3615,91.26,137.61,148.32,569176.7,2357,33.72,261,2021-09-17,14.42
2600,2601.0,তন্ময় FinallyHit1..,94.45,19567,4047,87.95,136.89,145.7,1487602.99,6474,33.09,622,2021-09-17,14.9
2601,2602.0,thengil,94.43,2304,1791,93.25,127.39,139.68,184591.68,960,41.67,157,2020-12-01,11.36
2602,2603.0,bananacak3,94.4,2648,1466,92.21,117.61,127.43,136012.56,853,32.21,189,2019-05-28,9.41
2603,2604.0,trainerjono,94.38,3845,2601,92.68,127.41,131.79,326137.87,1466,38.13,130,2021-09-18,11.5
2604,2605.0,juanyougay,94.38,6159,3025,92.07,123.4,127.17,502841.65,2174,35.3,180,2021-09-14,10.0
2605,2606.0,dvex,94.37,2891,1698,92.44,116.8,122.89,118467.19,1106,38.26,253,2018-09-25,9.48
2606,2607.0,ekrpat,94.37,10523,3547,90.0,123.83,128.21,551202.95,3691,35.08,169,2020-11-06,9.05
2607,2608.0,cmlyma,94.36,1735,1465,93.62,130.9,151.96,149976.71,668,38.5,107,2021-05-06,11.93
2608,2609.0,oli94,94.36,5268,2739,91.28,130.0,138.13,436115.79,1863,35.36,269,2021-06-14,12.1
2609,2610.0,karayicki,94.35,4537,2359,92.19,132.15,150.8,352678.93,1591,35.07,126,2021-09-13,13.73
2610,2611.0,kexlog,94.35,9171,2243,81.28,128.8,136.65,148914.66,3251,35.45,290,2021-07-06,17.79
2611,2612.0,tebbu2,94.34,2653,1923,92.86,132.06,140.93,214454.52,1007,37.96,173,2021-08-21,14.31
2612,2613.0,captaincapitalism,94.34,3011,1884,92.03,120.3,122.57,244317.89,1066,35.4,154,2021-09-19,11.36
2613,2614.0,gavtoaster,94.33,4379,2200,90.38,126.96,133.42,341517.23,1474,33.66,181,2021-09-14,11.14
2614,2615.0,man_onatree,94.32,9744,4310,88.82,130.87,134.03,788894.18,3448,35.39,189,2021-09-14,15.89
2615,2616.0,susavile,94.28,32494,4340,84.68,124.6,134.01,1569029.32,11029,33.94,336,2020-08-31,11.73
2616,2617.0,hahnurk,94.28,5480,3077,90.8,128.64,138.62,403783.43,1963,35.82,90,2021-09-14,13.72
2617,2618.0,..,94.27,9850,3218,88.03,143.52,165.75,747016.17,3453,35.06,307,2021-07-16,19.55
2618,2619.0,yursefin,94.26,3132,1627,91.96,124.84,131.14,136630.02,1119,35.73,241,2021-03-16,11.25
2619,2620.0,riskirw,94.26,6493,3504,89.69,139.4,151.86,501908.79,2478,38.16,141,2021-09-18,19.71
2620,2621.0,baeyoona,94.25,4007,1298,86.47,125.08,132.67,2682.02,1433,35.76,185,2018-10-12,13.08
2621,2622.0,hiddenroom404,94.24,3452,2351,92.55,121.08,123.32,295523.26,1436,41.6,266,2020-09-18,10.56
2622,2623.0,relentlesstyper,94.24,9733,2850,88.66,120.52,123.08,744385.66,3030,31.13,251,2021-09-16,10.25
2623,2624.0,battlefieldragon,94.22,1533,1240,93.47,121.27,124.68,119857.0,552,36.01,64,2021-08-28,12.32
2624,2625.0,vnunesz77,94.21,3564,2225,92.65,119.47,122.62,297127.93,1400,39.28,190,2018-08-20,8.97
2625,2626.0,20iq,94.21,3807,2635,92.44,126.39,136.3,324327.68,1394,36.62,100,2021-08-23,11.36
2626,2627.0,dvorak_scrub,94.2,3274,2355,91.81,126.93,131.81,270931.39,1244,38.0,117,2020-10-16,21.88
2627,2628.0,killer8hyper,94.2,9210,3537,91.34,141.7,148.4,739353.62,3407,36.99,195,2021-09-14,14.95
2628,2629.0,konradisch,94.18,1937,1530,93.19,128.57,137.98,159647.69,739,38.15,75,2021-03-17,14.53
2629,2630.0,adrianvn..,94.17,11637,2923,88.07,118.95,129.29,871043.86,3674,31.57,245,2021-09-21,10.16
2630,2631.0,andrew69314,94.17,5439,3101,90.57,124.41,131.04,451040.0,1954,35.93,188,2021-09-16,12.39
2631,2632.0,paintingcat12,94.16,3072,1641,84.78,143.29,161.35,127375.23,983,32.0,41,2021-06-05,21.97
2632,2633.0,ereda,94.15,2147,1299,91.12,124.74,137.76,88891.26,808,37.63,128,2021-09-07,12.36
2633,2634.0,rcdude27,94.15,3954,2207,92.05,130.68,134.32,272942.24,1239,31.34,115,2021-09-08,14.84
2634,2635.0,longhin_mark,94.14,1652,1371,93.09,129.3,139.59,142122.18,796,48.18,112,2021-09-15,12.44
2635,2636.0,sabrick,94.12,4557,1156,86.99,128.11,134.6,45648.85,1832,40.2,109,2021-06-06,14.33
2636,2637.0,shadzalt,94.12,2443,1847,93.86,143.35,159.96,202757.78,709,29.02,148,2021-08-26,13.73
2637,2638.0,endyprince,94.12,3884,1755,88.27,129.52,138.8,93882.41,1360,35.02,173,2021-06-10,14.62
2638,2639.0,for_fun,94.11,4093,2466,92.35,126.41,135.28,332629.29,1504,36.75,147,2021-09-21,10.53
2639,2640.0,tatss,94.11,3014,1884,92.19,130.55,135.06,235662.57,1114,36.96,312,2021-08-31,15.32
2640,2641.0,deckcsgo,94.1,2237,1566,91.97,136.11,150.77,145849.24,889,39.74,40,2021-08-08,12.77
2641,2642.0,andrewmcle..,94.1,4882,2249,91.32,120.15,126.32,387068.52,1717,35.17,217,2021-08-08,9.7
2642,2643.0,ronaldo_gao,94.09,2951,2156,92.62,132.06,154.91,243990.75,1082,36.67,301,2021-09-13,11.98
2643,2644.0,trini_devan,94.09,4835,1645,85.42,123.61,131.98,142327.04,1595,32.99,310,2020-12-29,13.85
2644,2645.0,radmilo,94.07,11682,4122,91.36,126.54,132.79,961199.49,4280,36.64,191,2021-09-14,11.81
2645,2646.0,isayuno,94.06,5878,2413,89.04,125.26,131.57,430493.35,1881,32.0,140,2021-09-22,12.04
2646,2647.0,theoste18,94.05,5523,3218,91.47,126.27,136.29,455121.82,1983,35.9,343,2021-01-11,11.57
2647,2648.0,average_typer95,94.05,4724,2678,92.47,127.58,132.53,385891.91,1622,34.34,406,2021-09-14,11.62
2648,2649.0,kim_jong_un_,94.04,2150,1363,91.51,127.29,139.44,60885.2,792,36.84,60,2021-01-03,11.38
2649,2650.0,slowest typist in the famil..,94.03,3756,2365,92.26,125.5,129.69,305235.96,1358,36.16,171,2021-04-22,10.73
2650,2651.0,rkvc,94.02,2927,1733,92.9,127.67,137.11,213829.1,974,33.28,530,2019-08-12,11.81
2651,2652.0,swamis,94.02,2964,2199,92.69,127.82,136.02,242849.51,1076,36.3,72,2021-07-31,12.68
2652,2653.0,thespeedoflight,94.01,4441,2377,89.79,130.19,138.73,245765.8,1308,29.45,80,2021-09-16,15.39
2653,2654.0,xaneth,94.0,2498,1526,90.39,120.31,124.75,119948.18,995,39.83,86,2021-07-21,11.05
2654,2655.0,little_mouse,94.0,2146,1541,92.59,121.34,123.46,175962.23,769,35.83,450,2019-09-02,11.59
2655,2656.0,..,93.99,2600,1273,91.5,122.51,133.72,43236.22,890,34.23,127,2021-06-15,11.05
2656,2657.0,cakeissuccess,93.97,1727,1383,92.83,128.45,133.51,129944.79,611,35.38,91,2021-09-07,12.06
2657,2658.0,hirohero89,93.97,15238,4347,90.89,128.06,133.08,1230410.12,5733,37.62,368,2021-09-18,12.9
2658,2659.0,deckard_4,93.97,11400,4345,90.36,138.19,153.44,949488.51,3696,32.42,329,2021-03-19,13.12
2659,2660.0,atlas400,93.97,3163,1903,90.73,134.96,152.93,157697.46,1141,36.07,128,2021-05-31,11.64
2660,2661.0,dashdmcc,93.95,24299,4167,82.36,120.48,122.94,1132346.28,7863,32.36,421,2021-04-19,15.13
2661,2662.0,koolienavy,93.94,9077,3821,90.75,123.32,128.92,692684.36,3059,33.7,162,2021-09-13,9.9
2662,2663.0,husquin,93.94,3643,2448,92.28,131.35,139.53,297384.64,1181,32.42,103,2021-09-01,14.21
2663,2664.0,toby_,93.93,2707,1817,91.63,123.31,127.43,160491.62,1084,40.04,74,2021-03-29,10.69
2664,2665.0,yuhaocooper,93.92,5041,2804,91.55,118.84,127.89,397871.17,1935,38.39,232,2021-09-19,9.39
2665,2666.0,duelistone,93.92,1719,1352,92.14,125.09,132.88,110143.02,685,39.85,163,2021-08-15,12.55
2666,2667.0,maykqwe,93.9,1898,1458,93.09,119.12,123.54,155898.51,693,36.51,68,2021-09-10,9.82
2667,2668.0,mpatt1012,93.87,1989,1506,92.55,126.01,129.83,164226.05,763,38.36,81,2021-07-14,13.24
2668,2669.0,master..,93.86,2442,1891,91.8,128.04,132.72,211250.66,1011,41.4,247,2021-09-19,15.45
2669,2670.0,caubelan..,93.86,5886,3312,91.39,133.72,142.35,480556.22,2140,36.36,235,2021-05-18,13.08
2670,2671.0,nidzoni,93.85,5406,3087,91.11,127.44,137.48,449944.12,1908,35.29,131,2021-09-18,11.25
2671,2672.0,_kenboi,93.84,3143,2147,92.92,139.78,152.3,246050.32,1194,37.99,79,2021-08-28,15.39
2672,2673.0,evanjmckenna,93.84,2046,1553,92.7,126.5,133.16,165837.28,797,38.95,175,2021-09-11,10.96
2673,2674.0,teeroy,93.84,1992,1498,92.75,120.72,126.35,163546.77,764,38.35,239,2019-02-14,10.88
2674,2675.0,hajime40,93.84,35363,5030,85.35,122.77,125.86,2139465.55,11722,33.15,301,2021-09-13,11.33
2675,2676.0,cuddd,93.83,1616,1139,91.9,124.53,130.45,38659.53,627,38.8,158,2017-11-22,12.37
2676,2677.0,printsmorgan,93.83,5343,2989,93.1,161.83,173.01,415114.89,1917,35.88,142,2021-02-25,18.95
2677,2678.0,solace72,93.83,7497,3396,90.89,126.36,132.88,537393.88,2339,31.2,215,2021-08-02,10.07
2678,2679.0,yshapes,93.82,4566,2646,92.25,120.4,123.54,348476.01,1573,34.45,139,2021-09-14,10.19
