,Rank,Racer,Text_Bests,Races,Texts,Career,Best_10,Best_Race,Points,Wins,Win_%,Marathon,Last_Race,Variation
1302,1303.0,killzaa,108.33,3116,1777,104.26,147.94,167.4,177792.2,1503,48.23,99,2021-08-24,12.19
1303,1304.0,je398338,108.26,3173,2236,106.45,139.05,142.76,314985.55,1571,49.51,460,2021-01-22,11.12
1304,1305.0,bengalman447,108.26,2264,1518,107.04,131.86,135.3,213183.33,966,42.67,103,2021-09-07,7.87
1305,1306.0,"on earth, as it is in heave..",108.26,3883,2130,107.17,155.02,165.81,327301.36,1602,41.26,136,2021-09-17,14.77
1306,1307.0,backflip9,108.25,2159,1560,105.15,146.14,156.47,155698.64,1030,47.71,66,2021-07-29,14.41
1307,1308.0,robinellacott,108.24,3200,2097,106.16,142.84,149.76,308166.52,1576,49.25,138,2021-09-04,10.6
1308,1309.0,cmpleteidiot,108.23,29413,1787,103.72,164.59,174.34,123172.74,13731,46.68,255,2020-03-28,12.28
1309,1310.0,shweggy,108.23,3136,1912,105.42,156.99,167.86,274868.92,1208,38.52,82,2021-06-23,15.54
1310,1311.0,morris_l,108.19,2193,1434,106.71,212.81,240.45,201884.22,917,41.81,93,2021-09-17,15.13
1311,1312.0,meenepo,108.12,2423,1767,105.65,149.31,156.79,218173.46,1189,49.07,99,2021-09-19,14.81
1312,1313.0,ucheely,108.11,2785,1553,106.29,164.58,179.43,241660.18,1124,40.36,262,2021-09-02,13.94
1313,1314.0,phlexplexico,108.09,5563,1747,102.39,146.87,152.3,96241.47,2063,37.08,145,2021-01-22,11.11
1314,1315.0, . Y . ,108.08,4245,1012,96.42,138.08,141.41,37979.34,2023,47.66,88,2021-04-30,14.26
1315,1316.0,gagokarin,108.06,1816,1463,106.9,152.8,162.06,167781.24,876,48.24,132,2021-09-10,14.94
1316,1317.0,freakinn..,108.03,99125,4916,97.91,159.16,164.15,3404249.65,38965,39.31,389,2021-09-22,10.94
1317,1318.0,jasontgm1221,108.02,1682,1288,107.19,135.35,140.76,150320.53,829,49.29,55,2021-06-12,9.31
1318,1319.0,slymaster11,108.01,5329,2348,104.15,144.55,158.67,455936.8,2166,40.65,109,2021-09-21,10.3
1319,1320.0,klontz,108.01,7254,3633,103.27,158.44,169.14,668163.76,3124,43.07,119,2021-09-02,15.32
1320,1321.0,realscav,107.96,1542,1166,106.21,142.08,148.29,142430.28,720,46.69,64,2021-09-15,11.9
1321,1322.0,dearmr,107.91,4563,2231,104.48,144.06,154.21,411205.69,2050,44.93,158,2021-09-17,10.71
1322,1323.0,close280,107.91,19124,2045,98.42,140.76,146.27,185348.22,7915,41.39,443,2021-08-09,12.42
1323,1324.0,austin_biceps,107.9,8955,3507,101.77,141.82,147.02,804708.79,4040,45.11,211,2021-04-09,13.16
1324,1325.0,manze,107.87,8024,2994,102.13,145.0,148.3,725445.9,3415,42.56,308,2021-09-15,14.33
1325,1326.0,husky123,107.87,1777,1252,104.4,147.16,153.75,87043.56,863,48.57,71,2021-08-02,14.14
1326,1327.0,14 year old typer ;,107.86,3647,2359,105.93,145.4,154.46,342797.21,1779,48.78,142,2019-11-09,12.12
1327,1328.0,havic9,107.86,3264,2120,104.7,150.24,157.62,286661.06,1480,45.34,216,2020-05-12,12.94
1328,1329.0,swagpiratex,107.85,7197,1856,101.05,132.63,139.89,140465.07,3714,51.6,141,2021-08-10,10.26
1329,1330.0,joniboi,107.85,5651,3077,102.36,191.68,201.54,510304.36,2678,47.39,360,2021-09-16,18.97
1330,1331.0,hotdogkc,107.82,24625,2845,94.63,169.27,174.43,496444.0,7307,29.67,230,2021-09-17,17.06
1331,1332.0,xsora,107.81,5062,2331,103.56,145.39,148.4,450436.94,2482,49.03,167,2021-09-19,11.75
1332,1333.0,vballdart,107.78,4270,1121,100.68,133.11,143.09,0.0,1783,41.76,411,2017-05-17,10.71
1333,1334.0,clarified,107.78,6783,3455,105.71,180.71,195.27,628006.94,2493,36.75,125,2021-09-08,13.82
1334,1335.0,ashida4,107.78,4625,2120,104.15,139.31,147.35,394064.54,1880,40.65,142,2021-09-17,10.57
1335,1336.0,frgtn,107.75,3149,2042,106.39,137.8,146.13,297765.88,1643,52.18,115,2021-09-19,9.43
1336,1337.0,nakuj,107.75,3525,2408,105.59,157.25,172.07,339338.97,1591,45.13,108,2021-09-07,12.12
1337,1338.0,chrisnob,107.75,8639,3460,103.91,165.97,173.09,748778.9,3587,41.52,278,2021-09-01,18.56
1338,1339.0,a..,107.75,3342,1038,100.0,133.43,139.09,66700.42,1880,56.25,308,2018-12-13,12.11
1339,1340.0,pugslyyy,107.71,31937,4514,94.57,190.89,199.59,2582471.23,10899,34.13,401,2021-08-25,20.4
1340,1341.0,gingfreecss2,107.71,1773,1137,105.55,135.24,139.41,36596.85,872,49.18,226,2020-11-22,10.95
1341,1342.0,balancedlife,107.69,3177,1979,106.49,162.28,168.86,296548.48,774,24.36,59,2021-09-15,11.86
1342,1343.0,ronakkaria,107.68,87298,5472,92.54,151.2,167.71,7407688.77,33588,38.48,586,2021-09-09,14.77
1343,1344.0,drunkndrivr,107.63,3109,1857,106.4,141.64,153.49,264466.31,1233,39.66,81,2020-10-14,13.66
1344,1345.0,itsjustmeuknow,107.61,1658,1281,107.06,144.46,162.61,159694.95,537,32.39,151,2021-07-26,8.95
1345,1346.0,winstonlisa,107.6,6820,3470,104.82,142.31,144.34,664079.86,2986,43.78,60,2021-07-12,11.27
1346,1347.0,nathanraw92,107.6,1895,1361,106.62,128.5,130.56,178214.6,752,39.68,107,2020-10-10,6.91
1347,1348.0,torgunz,107.59,2376,1801,106.21,144.66,151.55,231568.84,1190,50.08,84,2021-07-30,10.8
1348,1349.0,pikachu3004,107.56,1551,1168,104.63,156.02,175.47,96398.44,750,48.36,70,2021-07-27,14.65
1349,1350.0,recklessxd,107.55,17919,3511,101.37,129.28,132.43,733134.8,8154,45.5,231,2019-12-30,8.68
1350,1351.0,camdcn,107.53,4656,2516,106.81,162.13,173.49,415135.07,2292,49.23,327,2021-09-20,11.1
1351,1352.0,zurrion,107.52,2661,1972,106.49,144.26,156.71,250909.06,1910,71.78,127,2021-04-21,10.11
1352,1353.0,bstacks100,107.5,2278,1685,106.55,137.44,147.55,201776.73,1030,45.22,57,2021-07-21,9.52
1353,1354.0,teegey,107.5,10214,3231,100.72,148.27,159.07,619823.37,4113,40.27,200,2021-09-14,11.48
1354,1355.0,cleverusername123,107.5,11495,3300,97.39,143.45,150.23,682488.02,4493,39.09,148,2020-12-05,14.82
1355,1356.0,tencion,107.46,4784,2362,103.52,144.24,147.7,437811.79,2343,48.98,314,2020-09-24,11.22
1356,1357.0,plombus,107.45,1709,1360,106.08,152.98,163.86,158276.68,708,41.43,58,2021-09-03,16.06
1357,1358.0,bekca,107.45,15673,1264,103.53,164.22,173.78,46539.25,7574,48.33,194,2021-08-12,11.42
1358,1359.0,dudepc,107.43,12123,1968,102.84,165.82,176.88,121985.31,6083,50.18,298,2020-05-13,20.11
1359,1360.0,moni_type,107.43,4619,1262,98.61,138.04,142.95,31452.39,2069,44.79,116,2021-09-04,12.99
1360,1361.0,juantonomoe,107.42,2181,1719,106.09,147.22,159.1,207888.58,1085,49.75,89,2021-08-25,12.42
1361,1362.0,(: (yeeyeehehe,107.41,2503,1633,104.86,142.9,152.2,230846.02,1206,48.18,158,2021-09-18,11.6
1362,1363.0,shuutori,107.41,2746,1952,106.28,146.71,152.54,250646.27,1196,43.55,72,2021-09-15,12.69
1363,1364.0,zeverit,107.4,19323,2870,97.56,135.87,140.99,1649350.01,7684,39.77,403,2021-09-05,10.26
1364,1365.0,scaphism00,107.38,2020,1477,104.03,179.64,188.57,109222.55,560,27.72,580,2019-12-31,19.69
1365,1366.0,isakooooo,107.34,12432,4400,98.55,151.37,156.44,1099435.35,4968,39.96,285,2021-09-04,15.78
1366,1367.0,kaybnde,107.34,6590,3186,104.47,141.45,146.39,610430.04,2922,44.34,533,2021-08-22,9.95
1367,1368.0,romans828,107.31,2454,1638,105.04,135.97,143.6,173941.21,1169,47.64,134,2021-07-10,9.64
1368,1369.0,vanilla51111,107.3,1742,1060,104.35,138.81,143.97,29064.03,774,44.43,85,2021-06-21,12.28
1369,1370.0,Jesse Garcia's biggest fan ..,107.29,2857,1479,102.72,143.72,149.54,6257.52,1295,45.33,252,2021-05-05,13.87
1370,1371.0,9topac,107.29,44796,1213,96.92,153.9,162.38,41065.25,21441,47.86,271,2021-06-30,16.85
1371,1372.0,milang13,107.28,2928,1496,101.89,147.42,161.23,104763.0,1382,47.2,90,2021-03-12,12.26
1372,1373.0,rawzyy,107.27,2947,1600,104.79,148.47,155.69,227424.53,1180,40.04,178,2021-04-10,11.37
1373,1374.0,outraged,107.27,2787,1848,106.51,162.56,171.02,250508.7,1020,36.6,160,2021-08-28,11.29
1374,1375.0,slownoobtyper,107.27,4626,2736,104.4,150.96,163.95,410876.49,2222,48.03,198,2021-08-13,15.5
1375,1376.0,misterpear,107.27,2258,1160,102.5,142.99,149.17,10238.04,1021,45.22,194,2021-02-21,12.42
1376,1377.0,tri..,107.26,1789,1479,106.5,149.34,154.15,176708.69,830,46.39,96,2021-08-30,12.2
1377,1378.0,junkpot,107.25,4487,1680,99.98,144.53,148.32,179433.92,1872,41.72,130,2021-08-30,15.36
1378,1379.0,nickderp,107.25,3261,2373,105.2,186.76,201.68,263169.58,1499,45.97,110,2021-09-17,17.29
1379,1380.0,john_doe_3356,107.24,6000,2174,97.55,136.02,139.5,186710.86,2525,42.08,390,2020-10-29,13.07
1380,1381.0,lewieee,107.23,1660,1189,106.1,135.87,143.18,154403.83,808,48.67,77,2021-09-20,7.87
1381,1382.0,mw46,107.23,2767,1909,101.92,161.31,178.0,199225.04,1232,44.52,84,2021-09-16,21.48
1382,1383.0,sachinjangra0,107.23,10039,3007,96.57,140.14,144.93,400994.38,4024,40.08,249,2021-08-25,15.74
1383,1384.0,chibabijo,107.23,1872,1119,104.01,149.71,158.72,56176.53,775,41.4,119,2019-04-07,13.79
1384,1385.0,mrpiface101,107.23,3908,2626,105.32,143.06,149.56,382494.24,1629,41.68,189,2021-07-24,10.59
1385,1386.0,demiurg,107.22,2518,1556,105.73,135.26,139.32,209819.29,1030,40.91,77,2021-03-09,7.38
1386,1387.0,tt_richard,107.2,7548,3401,102.54,135.7,139.47,713051.74,3268,43.3,345,2020-06-09,12.66
1387,1388.0,jcpopp,107.19,3874,1360,90.64,143.5,147.99,108503.68,1416,36.55,56,2021-08-30,23.33
1388,1389.0,sicemxxamy,107.18,8623,1162,101.84,129.21,132.1,57478.49,4335,50.27,183,2019-09-30,8.64
1389,1390.0,mayushy,107.18,2247,1807,106.21,138.27,145.63,227744.06,1093,48.64,185,2021-05-06,10.88
1390,1391.0,earwax,107.18,2943,1938,105.18,135.55,141.04,268262.88,1509,51.27,146,2019-01-06,9.78
1391,1392.0,natforprez,107.16,3422,2391,105.4,143.87,152.34,330763.03,1680,49.09,387,2021-06-11,11.76
1392,1393.0,ikombo,107.15,2115,1518,103.01,154.34,159.73,143384.82,971,45.91,51,2021-09-12,24.88
1393,1394.0,sherimori,107.14,10199,3597,96.26,147.29,156.68,441301.12,4228,41.46,228,2021-07-11,18.77
1394,1395.0,mn99,107.14,7162,3467,103.33,148.55,158.61,518472.36,3149,43.97,257,2021-06-16,11.16
1395,1396.0,razgrizaces,107.13,2454,1392,104.51,148.08,166.4,64608.19,1119,45.6,135,2021-03-22,12.03
1396,1397.0,sheva370,107.13,6823,1877,98.89,143.82,169.01,164203.63,3468,50.83,159,2021-09-14,12.68
1397,1398.0,wujt,107.13,3519,1352,97.81,139.34,151.05,93108.46,1385,39.36,47,2021-06-16,14.34
1398,1399.0,whihi,107.13,5409,1662,101.2,145.57,155.77,197167.65,2090,38.64,161,2019-04-22,13.51
1399,1400.0,austinhwang,107.12,1657,1239,106.11,133.62,139.67,145665.98,710,42.85,176,2021-04-18,8.38
1400,1401.0,jollyimpulse,107.12,7446,2554,101.15,137.52,142.92,533066.5,3168,42.55,150,2021-09-11,10.32
1401,1402.0,laggyfeetshake123,107.11,1685,1329,103.45,151.97,158.64,112352.22,846,50.21,69,2021-07-24,21.28
1402,1403.0,kido2976,107.08,25613,4999,89.44,164.15,191.72,2070079.79,10185,39.76,599,2021-09-03,27.19
1403,1404.0,methawatc,107.05,7039,2734,103.22,143.77,150.26,566896.9,2977,42.29,357,2021-04-14,11.4
1404,1405.0,sercasm,107.05,3341,1985,101.08,158.49,168.8,191208.53,1538,46.03,85,2021-09-04,16.59
1405,1406.0,riskybiscuits,107.02,1973,1436,105.44,144.04,164.65,188819.46,958,48.56,176,2021-03-13,11.71
1406,1407.0,rrosie1213,107.01,3828,2312,104.87,138.92,141.86,361529.08,1630,42.58,196,2021-07-15,10.35
1407,1408.0,pillowend,107.01,13337,3298,95.83,145.89,154.56,650974.59,5414,40.59,355,2021-09-10,14.96
1408,1409.0,anita_p,106.97,4226,2594,102.82,150.81,158.09,391313.83,1940,45.91,268,2021-09-20,15.78
1409,1410.0,katimeo,106.96,3585,1117,100.17,130.97,140.27,67682.6,1604,44.74,82,2021-08-25,9.85
1410,1411.0,ferrarifingers,106.92,1650,1245,105.35,143.71,157.72,139112.63,704,42.67,58,2021-08-30,12.93
1411,1412.0,casual_peng..,106.92,1536,1240,106.45,138.93,151.24,144809.79,689,44.86,85,2021-09-05,11.47
1412,1413.0,hilltopchill,106.89,1748,1215,110.98,170.29,174.2,137830.14,717,41.02,75,2021-07-02,17.07
1413,1414.0,fuccboy420,106.85,16179,4131,97.5,141.86,145.87,1430755.0,6834,42.24,244,2021-04-30,12.83
1414,1415.0,cubexp208,106.85,8169,3926,101.52,150.44,167.41,756867.14,3684,45.1,237,2021-02-26,17.48
1415,1416.0,ho..,106.84,4728,2312,104.76,144.52,149.27,421484.19,1895,40.08,266,2021-08-25,11.44
1416,1417.0,kylodan,106.84,2656,1361,106.02,127.3,129.63,119315.91,1029,38.74,136,2018-02-21,6.04
1417,1418.0,williamusa,106.81,4664,2267,101.22,139.33,146.18,274635.66,2036,43.65,286,2021-08-14,12.65
1418,1419.0,rxalityy,106.8,1573,1225,104.62,144.02,151.99,97719.79,739,46.98,110,2021-03-22,12.85
1419,1420.0,thebriankwon,106.79,3085,1822,105.28,141.47,153.66,281890.92,1226,39.74,197,2021-09-13,9.1
1420,1421.0,onodoro,106.76,6161,2449,97.5,165.67,187.3,287601.18,885,14.36,224,2021-06-28,23.22
1421,1422.0,vick02,106.71,12513,4088,100.45,154.25,163.84,1083192.31,4844,38.71,269,2021-09-23,15.63
1422,1423.0,yizzyweezy,106.69,5862,3405,102.22,151.46,159.0,548736.14,2746,46.84,274,2020-12-21,16.18
1423,1424.0,supkylejohnson,106.68,2763,1067,98.1,137.36,142.52,24113.73,1276,46.18,70,2020-06-24,14.53
1424,1425.0,micaelaishot123,106.67,3010,2129,105.52,150.37,159.97,282094.22,1480,49.17,181,2021-09-20,11.94
1425,1426.0,jimmy1231,106.67,1898,1410,105.07,137.83,141.89,137926.92,928,48.89,133,2021-08-28,11.17
1426,1427.0,jamiegre,106.66,1687,1300,103.56,135.9,145.07,123450.81,826,48.96,47,2021-09-11,13.88
1427,1428.0,winlost2,106.66,9121,2667,98.48,136.78,141.51,339684.25,4078,44.71,126,2021-09-20,11.75
1428,1429.0,,106.65,2746,1652,104.56,140.55,147.73,238209.58,1283,46.72,153,2021-09-16,10.76
1429,1430.0,jasoone,106.61,4185,2338,104.36,155.83,176.0,375388.95,1779,42.51,139,2021-08-18,12.27
1430,1431.0,chetbaker,106.61,11654,4097,102.07,147.68,159.16,1025953.52,4587,39.36,275,2021-09-15,13.25
1431,1432.0,flux2k,106.6,4375,2748,104.7,141.46,151.55,403722.91,2081,47.57,124,2021-09-21,10.83
1432,1433.0,bruceboy1985,106.59,3537,2508,104.53,141.79,146.44,335611.46,2376,67.18,121,2021-09-15,11.91
1433,1434.0,amoz11,106.59,10344,2726,97.78,145.23,156.41,851656.44,3815,36.88,249,2021-09-23,12.47
1434,1435.0,theslo..,106.58,4059,1114,102.33,128.61,137.2,8641.55,1671,41.17,228,2017-08-10,7.9
1435,1436.0,ijikman,106.58,4010,2331,105.49,134.14,139.36,374410.91,1738,43.34,244,2021-08-22,8.02
1436,1437.0,leo27487,106.55,2016,1485,105.03,150.66,154.53,158603.17,941,46.68,121,2021-09-10,13.52
1437,1438.0,mynameiswayne,106.55,2559,1042,98.75,141.28,153.22,49998.34,1033,40.37,54,2021-09-08,15.9
1438,1439.0,darkec,106.54,29236,4118,89.58,142.54,150.24,852822.32,12430,42.52,387,2021-04-08,15.46
1439,1440.0,val___,106.54,1514,1306,105.79,151.42,159.08,128239.85,751,49.6,195,2021-09-12,13.74
1440,1441.0,mcnugget25,106.54,5554,3132,103.17,151.14,159.83,517932.15,2666,48.0,117,2021-09-18,15.48
1441,1442.0,socplay,106.54,2363,1473,105.08,145.12,154.61,205843.93,1012,42.83,210,2019-09-01,12.7
1442,1443.0,chiefjeef,106.53,4187,2335,104.22,135.93,149.19,380111.13,1900,45.38,178,2021-09-18,10.06
1443,1444.0,pandasboob,106.52,2810,1910,104.47,151.71,160.45,259561.47,1456,51.81,95,2021-09-04,17.31
1444,1445.0,kris_z,106.48,26985,5042,96.65,147.38,156.5,2409253.94,10479,38.83,266,2021-05-25,11.89
1445,1446.0,cove,106.48,7338,2919,101.79,135.69,138.28,463155.84,3146,42.87,191,2021-07-18,10.07
1446,1447.0,armortec,106.47,4000,2074,104.0,146.48,158.75,356783.91,1596,39.9,177,2018-08-11,9.17
1447,1448.0,carrot_,106.47,16942,4994,97.16,153.29,161.14,1531480.27,6541,38.61,579,2020-12-10,16.78
1448,1449.0,kyukang,106.45,11331,3905,99.67,150.1,172.2,1042590.71,4806,42.41,189,2021-08-30,12.55
1449,1450.0,theophysicist,106.45,6382,2856,102.61,152.44,165.69,544295.34,2656,41.62,302,2021-09-19,15.42
1450,1451.0,rhinousc,106.44,5695,3007,103.55,135.31,138.81,542614.0,2650,46.53,102,2021-04-06,9.61
1451,1452.0,pogfrog1,106.43,5284,2653,104.0,138.1,143.58,469931.12,2292,43.38,132,2021-09-16,11.78
1452,1453.0,justnov,106.4,6544,3198,104.61,140.12,144.54,616627.44,3109,47.51,329,2021-09-05,9.66
1453,1454.0,giftedotter,106.4,25310,4921,97.04,151.76,164.04,2235779.45,10675,42.18,398,2021-09-22,13.04
1454,1455.0,benesso_,106.4,5699,3164,102.75,149.62,154.58,514011.29,2359,41.39,208,2021-04-17,14.57
1455,1456.0,ankush12345,106.39,6602,2154,94.0,151.1,165.21,280271.7,2809,42.55,193,2021-06-10,19.0
1456,1457.0,iamtyga29,106.38,3567,1008,96.73,136.05,144.58,57017.5,1782,49.96,128,2021-04-15,15.4
1457,1458.0,joeyo,106.35,3935,2540,104.26,137.79,145.32,375664.68,1867,47.45,62,2021-09-13,10.71
1458,1459.0,iamdoop,106.35,2408,1762,104.62,142.2,150.38,212963.36,1109,46.05,73,2021-08-21,11.74
1459,1460.0,harrisont,106.33,1761,1017,97.29,138.98,146.71,59983.41,860,48.84,87,2021-01-06,19.64
1460,1461.0,chazgordy,106.33,2615,1833,105.31,127.05,130.18,233077.01,1252,47.88,111,2020-03-03,7.46
1461,1462.0,natejam,106.32,11704,3388,113.35,181.47,187.75,841686.65,5875,50.2,913,2021-09-08,18.67
1462,1463.0,rommelcanoy,106.31,4064,2292,104.92,133.88,136.83,374520.5,1796,44.19,210,2021-09-07,8.59
1463,1464.0,fruitkaek,106.31,1778,1369,105.32,139.83,144.34,153511.24,791,44.49,211,2020-04-14,10.65
1464,1465.0,estevaoima,106.31,33054,3075,94.82,130.41,135.73,530503.68,14367,43.47,449,2020-01-09,12.36
1465,1466.0,uninterested,106.31,5701,2794,100.95,145.25,148.09,387202.47,2316,40.62,132,2021-09-02,12.11
1466,1467.0,jimbozeubuen,106.28,3340,2212,105.12,134.0,140.59,235486.28,1894,56.71,283,2021-07-15,7.81
1467,1468.0,boo__,106.26,2037,1285,103.07,208.49,242.19,153536.98,1016,49.88,194,2021-09-21,25.73
1468,1469.0,chipain,106.25,3200,2040,103.55,147.08,157.27,286830.73,1569,49.03,300,2021-06-13,12.47
1469,1470.0,vijanden,106.23,1831,1530,105.36,154.23,171.48,184172.63,839,45.82,407,2021-03-05,12.39
1470,1471.0,merebanana,106.22,24040,3162,99.03,135.12,143.9,502198.04,9934,41.32,219,2021-08-24,9.56
1471,1472.0,Samadhan Jadhav fingers are..,106.22,8320,2042,98.63,136.65,142.73,478861.51,3492,41.97,176,2018-12-18,15.4
1472,1473.0,l__l,106.17,12000,4384,99.18,150.85,169.38,1105890.28,4884,40.7,183,2021-08-03,14.25
1473,1474.0,geosyog,106.16,21312,4277,100.67,144.36,149.02,1909529.86,8806,41.32,251,2021-09-22,11.17
1474,1475.0,asstastic34,106.16,2680,1395,103.63,131.13,141.55,122896.53,1124,41.94,180,2018-04-14,8.9
1475,1476.0,lookitup,106.16,6860,3079,102.94,142.74,156.56,620098.4,2711,39.52,165,2021-09-14,9.84
1476,1477.0,ekoadipg,106.14,1805,1203,106.31,134.51,143.51,104795.78,1218,67.48,62,2021-09-14,9.2
1477,1478.0,sirhaxbard,106.13,4512,2812,104.31,138.42,144.05,431767.01,1999,44.3,184,2021-09-09,10.35
1478,1479.0,baruk,106.13,14438,3007,96.49,139.82,152.05,620389.51,5154,35.7,169,2021-07-13,13.51
1479,1480.0,dyrozang,106.13,7651,3561,101.72,151.96,156.45,682739.27,3304,43.18,183,2021-09-19,15.28
1480,1481.0,lapis_pislapis,106.12,5829,2380,98.82,151.33,160.76,497463.89,2888,49.55,136,2021-09-14,15.23
1481,1482.0,race_pick_n_l..,106.12,5558,1623,100.83,133.4,142.18,82051.58,2590,46.6,124,2021-03-19,11.21
1482,1483.0,conniexlee,106.11,1941,1532,105.18,144.31,149.81,182888.56,771,39.72,125,2021-09-15,10.29
1483,1484.0,jonijiya,106.11,5000,1523,102.06,136.27,140.77,90424.66,3022,60.44,138,2020-04-22,9.36
1484,1485.0,richardhed,106.08,1527,1265,104.82,145.02,149.64,143175.39,716,46.89,62,2021-09-13,13.16
1485,1486.0,upendi,105.94,4681,1259,99.89,132.23,135.66,69237.29,2233,47.7,133,2021-09-20,10.59
1486,1487.0,gregorpingic,105.86,3790,2236,96.38,152.12,161.31,325764.75,1563,41.24,526,2021-08-08,21.42
1487,1488.0,northern_lights,105.86,16762,2972,99.13,141.19,145.06,1511745.77,7355,43.88,800,2017-12-07,9.71
1488,1489.0,..,105.86,1964,1578,104.69,140.57,153.53,191331.67,868,44.2,124,2021-02-04,12.64
1489,1490.0,mechanicaltesting,105.86,1557,1238,105.02,140.23,152.15,146585.16,712,45.73,138,2020-08-10,10.72
1490,1491.0,ossmando,105.86,5389,2820,100.83,146.11,148.85,445209.82,2455,45.56,277,2021-06-23,14.87
1491,1492.0,marcusmandarin,105.86,3015,2087,104.64,137.44,143.72,285463.81,1339,44.41,196,2021-09-18,9.92
1492,1493.0,gaijjin,105.85,2896,2000,104.83,134.53,144.27,274872.9,1275,44.03,139,2021-06-16,8.43
1493,1494.0,moeroach,105.77,3363,2315,103.78,136.85,143.45,288686.68,1523,45.29,90,2021-09-08,10.26
1494,1495.0,riddlee,105.76,1762,1411,104.45,151.07,156.86,159578.11,679,38.54,86,2021-09-09,14.58
1495,1496.0,altrocality,105.75,11929,4139,101.72,151.04,158.21,1065812.44,5079,42.58,195,2021-09-12,15.46
1496,1497.0,powerplayer216,105.74,1794,1433,103.97,136.75,141.98,151339.44,779,43.42,47,2021-09-08,14.87
1497,1498.0,redangel7,105.73,3945,2602,104.18,132.46,135.31,388644.91,3181,80.63,157,2021-09-21,8.51
1498,1499.0,massive_man4,105.73,1826,1274,104.27,138.95,145.28,164177.26,776,42.5,102,2021-09-05,10.09
1499,1500.0,nagromicous,105.69,3403,2418,103.47,156.92,164.14,321980.72,1496,43.96,143,2021-07-28,17.72
1500,1501.0,chuckey,105.69,3992,2603,102.56,153.0,158.37,370474.62,1812,45.39,165,2021-09-06,17.57
1501,1502.0,codedeft,105.67,10769,3245,102.06,126.85,131.07,693909.28,4430,41.14,162,2021-08-21,7.35
1502,1503.0,slowracerx,105.65,4802,2940,101.96,158.43,166.92,440428.57,2235,46.54,239,2021-04-19,17.22
1503,1504.0,prostatus5,105.63,2473,1660,102.0,145.7,156.15,163581.73,1107,44.76,90,2021-01-11,14.88
1504,1505.0,janlonden,105.61,6426,1010,93.03,140.79,145.57,1266.84,2858,44.48,516,2020-03-25,17.57
1505,1506.0,telken_is_co0l,105.6,17510,4608,99.85,154.04,160.77,1394188.56,6918,39.51,237,2021-07-26,11.78
1506,1507.0,dweaji,105.6,1712,1168,104.54,130.77,133.46,148230.06,730,42.64,84,2021-09-05,6.72
1507,1508.0,name_999,105.58,2012,1391,102.9,143.19,149.75,176008.08,866,43.04,92,2021-08-27,13.42
1508,1509.0,ap053001,105.56,3347,2134,102.05,158.39,166.94,284493.78,1528,45.65,83,2021-04-30,15.73
1509,1510.0,mattcamgolf,105.56,13701,1285,92.33,133.16,149.63,0.0,5626,41.06,261,2017-05-26,12.42
1510,1511.0,wipper,105.55,2493,1252,106.38,160.31,168.85,208052.33,613,24.59,151,2020-03-24,16.76
1511,1512.0,softaco,105.5,2100,1482,102.1,153.34,164.92,123641.36,792,37.71,60,2021-09-11,16.61
1512,1513.0,23bmoney23,105.48,18393,5583,96.61,180.37,199.94,1550455.78,5789,31.47,510,2021-09-21,16.28
1513,1514.0,jb33000,105.47,4597,1874,100.25,136.76,146.58,161622.85,2050,44.59,61,2021-07-12,10.99
1514,1515.0,athul,105.47,9786,1712,91.53,140.29,148.72,163883.43,4486,45.84,148,2021-09-11,19.49
1515,1516.0,pranav93,105.46,5104,1867,95.7,144.95,151.61,207735.65,2143,41.99,108,2021-08-01,17.5
1516,1517.0,kirinji_blasp..,105.41,10035,2076,88.79,132.96,137.5,258469.3,2041,20.34,294,2021-03-08,17.67
1517,1518.0,azathoth4,105.4,9045,4096,99.04,173.17,196.05,828349.74,3664,40.51,222,2021-04-18,17.52
1518,1519.0,alexpizarroj,105.4,2162,1360,101.44,136.76,143.93,114228.71,1064,49.21,178,2021-09-04,11.66
1519,1520.0,ixjnkeewnoxx,105.37,9000,2519,93.5,138.27,153.25,340098.83,2760,30.67,150,2021-08-16,16.31
1520,1521.0,cunny,105.35,7493,3407,98.39,143.31,144.5,530528.31,3245,43.31,153,2021-09-07,16.65
1521,1522.0,blsessex,105.29,1876,1030,101.46,136.23,143.63,8561.98,861,45.9,106,2018-06-17,11.93
1522,1523.0,jewunit,105.28,2270,1761,104.3,143.54,149.39,218669.41,1002,44.14,126,2021-09-08,14.23
1523,1524.0,bomiis,105.26,2526,1894,103.78,144.92,152.34,238081.08,1266,50.12,90,2021-03-09,10.97
1524,1525.0,rium10,105.24,1759,1429,104.57,134.21,138.98,161621.83,789,44.86,74,2021-08-12,9.18
1525,1526.0,nirabhra,105.22,1564,1267,104.35,153.61,172.66,140519.98,715,45.72,112,2021-09-11,15.7
1526,1527.0,wefilip..,105.21,2339,1349,103.23,126.64,129.1,211081.94,956,40.87,144,2018-01-14,8.18
1527,1528.0,cakesogood,105.18,7955,3723,98.88,149.29,165.17,719660.67,3506,44.07,163,2021-09-12,18.21
1528,1529.0,boxhill,105.18,2200,1603,103.39,145.63,154.04,180441.32,902,41.0,145,2021-08-31,13.68
1529,1530.0,disasterlooms,105.18,2572,1936,103.91,135.08,138.55,238128.7,1181,45.92,186,2021-07-02,10.26
1530,1531.0,lykimphuo..,105.17,1931,1083,96.56,140.78,145.6,72581.48,884,45.78,111,2020-08-16,18.43
