Company/Brand,Founded,Headquarters,Sector,What it does,Founder/s,Investor/s,Amount(in dollars),Stage,Month
Jidoka Technologies,2018,Chennai,Software,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Sekar Udayamurthy,,"3,40,000",Seed,5
Rapido,2015,Bangalore,Transportation,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners","4,30,00,000",Series C,5
BYJU'S,2011,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital","15,00,00,000",,5
ElasticRun,2015,Pune,E-commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital","7,50,00,000",Series D,5
Avail Finance,2017,Bangalore,FinTech,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India","30,00,000",Debt,5
Nivesh,2016,Noida,FinTech,Nivesh.com is a mass market mutual funds investment platform.,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network","16,00,000",Pre-series A,5
Thingsup,2020,Pune,IoT platform,Thingsup is an Enterprise Grade IoT Platform.,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator,"10,00,000",,5
Arthya Wealth and Investments,2020,Mumbai,FinTech,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna","10,00,000",Pre-series A,5
Unbox Robotics,2019,Bangalore,AI startup,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.","Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First","12,00,000",Pre-series A,4
upGrad,2015,Mumbai,EdTech,UpGrad is an online higher education platform.,"Mayank Kumar, Phalgun Kompalli, Ravijot Chugh, Ronnie Screwvala","Unilazer Ventures, IIFL Asset Management","12,00,00,000",,4
Lead School,2012,Mumbai,EdTech,LEAD School offers technology based school transformation system that assures excellent learning for every child.,"Smita Deorah, Sumeet Mehta","GSV Ventures, Westbridge Capital","3,00,00,000",Series D,4
Bizongo,2015,Mumbai,B2B E-commerce,Bizongo is a business-to-business online marketplace for packaging products.,"Aniket Deb, Ankit Tomar, Sachin Agrawal","CDC Group, IDG Capital","5,10,00,000",Series C,4
FypMoney,2021,Gurugram,FinTech,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal","20,00,000",Seed,4
Urban Company,2014,New Delhi,Home services,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia","Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan",Vy Capital,"18,80,00,000",,4
Comofi Medtech,2018,Bangalore,HealthTech,Comofi Medtech is a healthcare robotics startup.,Gururaj KB,"CIIE.CO, KIIT-TBI","2,00,000",,4
Qube Health,2016,Mumbai,HealthTech,India's Most Respected Workplace Healthcare Management Company,Gagan Kapur,Inflection Point Ventures,Undisclosed,Pre-series A,4
Vitra.ai,2020,Bangalore,Tech Startup,Vitra.ai is an AI-based video translation platform,Akash Nidhi PS,Inflexor Ventures,Undisclosed,,4
Taikee,2010,Mumbai,E-commerce,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.","Nidhi Ramachandran, Sachin Chhabra",,"10,00,000",,4
Fitterfly,2016,Mumbai,HealthTech,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures","30,00,000",Pre-series A,4
FreeStand,2017,New Delhi,B2B service,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.,"Konark Sharma, Sneh Soni","SucSEED Indovation, IIM Calcutta Innovation Park","1,00,000",,4
MyDentalPlan,2014,Bangalore,Helathcare,My Dental Plan provides dental care packages and services.,"Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao",Safe Planet Medicare,"7,00,000",Seed,4
Freyr Energy,2014,Hyderabad,Renewable Energy,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.","Radhika Choudary, Saurabh Marda","Impact Partners, C4D Partners","20,00,000",,4
DealShare,2018,Jaipur,E-commerce,DealShare is a Social Commerce Startup,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Tiger Global Management, InnoVen Capital","90,00,000",,4
Tessolve,1993,Bangalore,Electronics,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.","P Raja Manickam, Srinivas Chinamilli, Veerappan V",Novo Tellus Capital,"4,00,00,000",,4
Smart Joules,2014,New Delhi,Renewable Energy,Smart Joules is an energy management company.,"Arjun P Gupta, Ujjal Majumdar, Sidhartha Gupta","Raintree Family Office, ADB arm","4,90,00,000",,4
ORAI,2020,Bangalore,IT startup,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,"Swapnil Jain, Sujit Das Biswas",Inflection Point Ventures,"4,00,000",Pre-series A,4
ixamBee,2016,New Delhi,EdTech,ixamBee is to provide best online learning experience for preparation of competitive exams.,Chandraprakash Joshi,"Mumbai Angels, Narendra Shyamsukha","3,00,000",Seed,4
CoinSwitch Kuber,2017,Bangalore,FinTech,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Paradigm, Kunal Shah","2,50,00,000",Series B,4
Razorpay,2014,Bangalore,FinTech,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Harshil Mathur, Shashank Kumar","Matrix Partners India, GIC","16,00,00,000",Series E,4
Uable,2020,Bangalore,EdTech,Uable offers role based programmes to empower children to explore different domains.,Saurabh Saxena,"Chiratae Ventures, JAFCO Asia",Undisclosed,Seed,4
ZFW Hospitality,2015,New Delhi,Food & Beverages,Creating a sustainable and scalable cloud kitchen network.,Madhav Kasturia,"Mumbai Angels Network, Expert DOJO","1,50,000",Pre-seed,4
Optimized Electrotech,2017,Ahmadabad,Aeorspace,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection","Anil Yekkala, Dharin Shah, Kuldeep Saxena, Purvi Shah, Sandeep Shah",GVFL,"18,00,000",Pre-series A,4
Northern Arc,2008,Chennai,FinTech,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.,Kshama Fernandes,"Kotak Mahindra Bank, FMO","50,00,000",,4
Chara,2019,Bangalore,Deep Tech,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.","Bhaktha Keshavachar, Ravi Prasad Sharma, Mahalingam Koushik",Kalaari Capital,"8,50,000",Seed,4
Sirona Hygiene,2015,New Delhi,HealthTech,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,"Deep Bajaj, Mohit Bajaj","NB Ventures, IAN Fund","30,00,000",Series A,4
Pristyn Care,2018,Gurugram,HealthTech,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures","5,30,00,000",Series D,4
TrulyMadly,2013,New Delhi,Dating,Trulymadly is a dating platform that uses a match making algorithm.,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia","Gaurav Munjal, Snehil Khanor","20,00,000",Pre-series A,4
Vidyakul,2018,,EdTech,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,"Raman Garg, Tarun Saini","JITO Angel Network, SOSV","5,00,000",Seed,4
Jambox Games,2021,Bangalore,Gaming,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",Ravi Vyas,,"11,00,000",Seed,4
Miko,2015,Mumbai,Robotics,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.","Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Chiratae Ventures, YourNest Venture Capital","60,00,000",,4
SuperK,2019,"Small Towns, Andhra Pradesh",Retail,SuperK is a full-stack solution to empower small format retail stores in India.,Neeraj Menta,STRIVE VC,"8,00,000",Seed,4
TagZ Foods,2019,Bangalore,Food,TagZ Foods is a supplier of snacks and food products.,"Anish Basu Roy, Sagar Bhalotia",Venture Catalysts,"5,00,000",Pre-series A,4
Fuel Buddy,2017,New Delhi,Oil and Energy,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,Aditya Singh,Jaipuria Family Office,"10,00,000",,4
M1xchange,2017,Gurugram,FinTech,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,Sundeep Mohindru,Amazon,"1,00,00,000",,4
Spintly,2017,Goa,Tech Startup,Wireless cloud based access control platform,Rohin Parkar,Riso Capital,"5,00,000",,4
EF Polymer,2018,Rajsamand,AgriTech,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,Narayan Lal Gurjar,MTG Ventures,"2,00,000",,4
boAt,2016,New Delhi,Electronics,boAt is a consumer electronics and lifestyle company.,"Aman Gupta, Sameer Mehta","Qualcomm Ventures, Warburg Pincus","60,00,000",,4
TruNativ,2019,Mumbai,Food & Beverages,TruNativ Foods & Beverages Pvt Ltd,"Pranav Malhotra, Mamta Malhotra",9Unicorns,Undisclosed,Seed,4
iBus,2010,Bangalore,Telecommuncation,iBus Networks is an in-building connectivity solutions company,"Ram Sellaratnam, Sunil Menon and Subash Vasudevan",Morgan Stanley,"2,10,00,000",,4
Puresh Daily,2019,Ranchi,Milk startup,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners","1,00,000",Seed,4
LearnVern,2016,Ahmadabad,EdTech,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,"Niral Modi, Aditi Modi",,"10,00,000",,4
LimeChat,2020,"Faridabad, Haryana",AI Chatbot,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma","75,00,000",Seed,4
Dybo,2019,Bangalore,IT,Product Visualisation Technology for Commerce,Dhawal Jain,Spanache,"1,00,000",Seed,4
moEVing,2021,Gurugram,Logistics,"Delivering clean, cost-effective and efficient mobility solutions.",VIKASH MISHRA,,"10,00,000",Seed,4
WeWork India,2017,Bangalore,Hospitality,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",Karan Virwani,,"2,60,00,000",,4
Solethreads,2018,Gurugram,Fashion,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,Vikram Iyer,"DSG Consumer Partners, Saama Capital","10,00,000",Series A,4
Beldara,2018,Mumbai,E-commerce,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",Bhagwan (Pradeep) Khandekar,Hindustan Media Ventures,"74,00,000",,4
CredFlow,2020,New Delhi,FinTech,CredFlow provides financial solutions to automate your cashflows.,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures","20,00,000",Seed,4
Do Your Thng,2018,Gurugram,Marketing,World's first shared economy platform for digital assets.,Ankit Agarwal,"Angelbay Holdings, Faad Network","15,00,000",,4
Oye Rickshaw,2017,Gurugram,Transportation,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,"Akash Deep, Mohit Sharma","Alteria Capital, Chiratae Ventures","30,00,000",,4
Legitquest,2017,New Delhi,LegalTech,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,"Himanshu Puri, Karan Kalia, Rohit Shukla","WaterBridge Ventures, Info Edge","6,00,000",,4
Swiggy,2014,Bangalore,Food delivery,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety","Carmignac, Falcon Edge Capital","80,00,00,000",,4
AntWak,2019,Bangalore,EdTech,AntWak provides a video platform for e-learning service.,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah",Undisclosed,Seed,4
PlayShifu,2016,Bangalore,EdTech,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,"Dinesh Advani, Vivek Goyal","Chiratae Ventures, Bharat Innovation Fund","1,70,00,000",Series B,4
Pitstop,2015,Bangalore,Automotive,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture","35,00,000",Pre-series B,4
Lendingkart,1999,Gujarat,FinTech,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings","1,50,00,000",Debt,4
CRED,2018,Bangalore,FinTech,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management","21,50,00,000",Series D,4
Karnival,2015,Bangalore,SaaS startup,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,Neeraj Tyagi,http://100x.vc/,"25,00,000",Seed,4
PharmEasy,2015,Mumbai,HealthTech,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.","Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec","35,00,00,000",Series E,4
WESS,1989,Mumbai,Renewable Energy,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,Hitesh Doshi,Centrum Financial Services,"20,00,000",Seed,4
ShopSe,2020,Mumbai,FinTech,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT","55,00,000",,4
Fantasy Akhada,2020,Gurugram,Fantasy sports,Fantasy Akhada offers fantasy sports platform for cricket and football.,Amit Purohit,Harsha Bhogle,"6,00,000",,4
Rage Coffee,2018,New Delhi,Food & Beverages,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,Bharat Sethi,"GetVantage, Prakash Katama",Undisclosed,Pre-series A,4
Groww,2017,Bangalore,FinTech,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund","8,30,00,000",Series D,4
Avanti Finance,2016,Bangalore,FinTech,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation,"2,60,00,000",Series A,4
Kudos,2014,Pune,FinTech,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",Naresh Vigh,Marquee fintech founders,Undisclosed,Pre-series A,4
OfBusiness,2015,Gurugram,FinTech,OfBusiness is a financing platform that offers smart financing to SMEs.,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners","11,00,00,000",,4
Superpro.ai,2019,Bangalore,Video communication,Enabling independent professionals to bring offline consulting online with AI,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India","30,00,000",Seed,4
ShareChat,2015,Bangalore,Social Media,ShareChat is a social networking and regional content platform.,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","Twitter Ventures, Pawan Munjal","50,00,00,000",,4
WiT-ACE,2020,Gurugram,Skill development,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",Anuranjita Kumar,CitiusTech,"10,00,000",Seed,4
Spinny,2015,Gurugram,Retail,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments","6,50,00,000",Series C,4
Alteria Capital,2018,Mumbai,FinTech,Alteria Capital is a Venture debt firm .,Vinod Murali,,"1,50,00,00,00,000",Debt,4
Safexpay,2017,Thane,FinTech,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,Ravi Gupta,"T Choithrams BVI, Ardor","60,00,000",,4
PumPumPum,2018,Gurugram,Rental,Pumpumpum is a car rental company.,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank","7,00,000",Pre-series A,4
Speciale Invest,2017,Bangalore,FinTech,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,"Vishesh Rajaram, Arjun Rao",,"1,00,00,000",,4
Eunimart,2016,Hyderabad,E-commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt","7,00,000",Pre-series A,4
Meesho,2015,Bangalore,E-commerce,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,"Sanjeev Barnwal, Vidit Aatrey","SAIF Partners, Venture Highway","30,00,00,000",,4
CareerLabs,2019,Bangalore,EdTech,"Aim to help students become future-ready, setting them on a path to success that suits them best.","PN Santosh, Prasanna Alagesan, Krithika Srinivasan",Global Founders Capital,"22,00,000",,4
Uable,2020,Bangalore,EdTech,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,Saurabh saxena,"JAFCO Asia, Chiratae Ventures","3,50,00,000",Pre-series A,4
Zoko,2016,Bangalore,Tech Startup,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.","Arjun Paul, Aromal Sivadasan",Y Combinator,"14,00,00,000",Seed,4
GetWork,2019,Gurugram,Recruitment,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Rahul Veerwal,Artha Venture Fund,"2,00,000",Seed,4
Easebuzz,2015,Pune,E-commerce,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,Rohit Prasad,"Jitendra Gupta, Amrish Rau","40,00,000",Series A,4
Chingari,2018,Bangalore,Social Media,Chingari operates as a short video platform.,Sumit Ghosh,"FJ Labs, Brian Norgard","1,30,00,000",,4
DusMinute,2017,Bangalore,Retail,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,Apoorva Mishra,Indian Angel Network,"11,00,000",Pre-series A,4
Onsurity,2020,Bangalore,HealthCare,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,"Kulin Shah, Yogesh Agarwal","Jitendra Gupta, Harsh Shah",,,4
SkilloVilla,2020,Bangalore,EdTech,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,"3,00,000",Seed,3
Cancer Clinics,2014,Telugana,HealthCare,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.","Sonali Srungaram, Sasi Sunkara",Axilor,"15,00,000",Pre-series A,3
Velocity,2020,Bangalore,FinTech,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,"13,00,000",Seed,3
Happy Jars,2016,New Delhi,Food & Beverages,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.","Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,"4,00,000",Seed,3
Inshorts,2013,Noida,Media,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,"Anunay Pandey, Azhar Iqubal, Deepit Purkayastha","Addition, SIG Global India Fund","4,00,00,000",,3
ExtraaEdge,2015,Pune,MarTech,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,"Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network","10,00,000",Pre-series A,3
Zotalabs,2019,Pune,Tech Startup,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,"Nausherwan Shah, Wasim Khan",Alfa Ventures,"12,50,000",Seed,3
Voiro,2014,Bangalore,Advertisement,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,"Anand Gopal, Kavita Shenoy",1Crowd,"18,00,000",Pre-series A,3
Dream Sports,2008,Mumbai,Gaming,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.","Bhavit Sheth, Harsh Jain","TCV, D1 Capital Partners, Falcon Edge.","40,00,00,000",,3
Safex Chemicals,1991,New Delhi,AgriTech,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,"SK Jindal, SK Chaudhary",BanyanTree Finance Pvt. Ltd.,"5,00,00,000",,3
Instoried,2018,Bangalore,Content creation,Instoried is an augmented writing platform which improves customer interest and engagement.,"Sharmin Ali, Sutanshu Raj","EXPERT DOJO, Mumbai Angels",Undisclosed,,3
Rupifi,2019,Bangalore,FinTech,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,Anubhav Jain,Quona Capital,"41,00,000",Pre-series A,3
Moneyboxx,1994,Mumbai,FinTech,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,Deepak Aggarwal,"Ashv Finance, BlackSoil Capital","30,00,000",Debt,3
CityMall,2019,Gurugram,E-commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners","1,10,00,000",Series A,3
Janani,2020,Bangalore,Heathcare,Janani.ai is a fertility care provider.,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund","10,00,000",Seed,3
ReshaMandi,2020,Bangalore,AgriTech,India's 1st award winning technology led digital ecosystem for Silk,Utkarsh Apoorva,"Omnivore, Strive Ventures","17,00,000",Seed,3
Bombay Shaving Company,2015,New Delhi,Lifestyle,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.","Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Rajesh Sud, KULDEEP JAIN","20,00,000",,3
DotPe,2019,Gurugram,FinTech,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google","2,70,00,000",Series A,3
Homingos,2018,Bangalore,Augmented reality,Homingos is an Augmented reality (AR)-based social networking platform.,"Shourya Agarwal, Malhar Patil, Rajat Gupta","Sundi Natarajan, Srinivas Anumolu",Undisclosed,,3
Anar Business Community,2020,Mumbai,Tech Startup,Anar is a communications and networking platform for businesses around the world.,"Nishank Jain, Sanjay Bhat","Titan Capital, First Cheque",Undisclosed,,3
Five Star Finance,1984,Chennai,FinTech,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,V K Ranganathan,"TPG Capital Asia, Epiq Capital","23,40,00,000",,3
Settlrs,2018,Bangalore,Rental space,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.","Gaurav Ranebennur, Nishanth Janadri",MaGEHold Pte. Ltd.,Undisclosed,Pre-series A,3
BYJU'S,2011,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath","BlackRock, Owl Ventures","46,00,00,000",Series F,3
Annapurna Finance,2009,Bhubaneswar,FinTech,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,Gobinda Chandra Pattnaik,"Asian Development Bank, Oman India Joint Investment Fund","3,00,00,000",,3
HealthPlix,2014,Bangalore,HealthCare,HealthPlix is a healthtech startup,"Raghuraj Sunder Raju, Sandeep Gudibanda","JSW Ventures, Kalaari Capital","1,35,00,000",Series B,3
Masai School,2019,Bangalore,EdTech,Masai School is a job-oriented software training services.,Prateek Shukla,"Unitus Ventures, Omidyar Network India","50,00,000",Series A,3
Bewakoof,2011,Mumbai,D2C Fashion,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",Prabhkiran Singh,"IvyCap Ventures, Pratithi Investment Trust","40,00,000",,3
IndiaLends,2014,New Delhi,FinTech,IndiaLends is a digital lending and borrowing marketplace.,"Gaurav Chopra, Mayank Kachhwaha","ACPI Investments, AdvantEdge Founders","51,00,000",,3
Stelis Biopharma,2007,Bangalore,BioTechnology,Stelis Biopharma is a vertically integrated biopharmaceutical company.,Pudhucode Radhakrishnan Kannan,"RouteOne, Mankekar Family Office","19,50,00,000",Series B,3
Tilt,2016,Bangalore,Bike Rental,A bike-share for Indian campuses,Deepak VS,Y Combinator,"1,25,000",,3
NeoDove,2020,Jaipur,AI startup,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",Aprit Khandelwal,India Quotient,"1,50,00,000",Seed,3
Zaara Biotech,2016,Kottayam,BioTechnology,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,Najeeb Bin Haneef,TCN International Commerce,"1,00,00,000",,3
KreditBee,2018,Bangalore,FinTech,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest","7,50,00,000",Seed,3
True Balance,2014,Gurugram,FinTech,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity","1,00,00,000",Debt,3
Muvin,2020,Bangalore,FinTech,Youth Neobank enabling financial solutions for the teenagers and young people,Mukund V Rao,,"10,00,000",Seed,3
Purplle,2011,Mumbai,Beauty products,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.","Manish Taneja, Rahul Dash","Spring Marketing Capital, Verlinvest","4,50,00,000",,3
FloBiz,2019,Bangalore,Tech Startup,India’s first neobusiness platform,Rahul Raj,Elevation Capital,"1,00,00,000",Series A,3
Jeevam Health,2020,New Delhi,Health care,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,"Kamran alam, Piyush vishwakarma",Y Combinator,"15,00,000",Pre-seed,3
NewLink Group,2016,Beijing,Tech Startup,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,"Yang Wang, Zhen Dai",Bain Capital,"20,00,00,000",,3
OZiva,2016,Mumbai,Heathcare,OZiva is a plant-based Clean Nutrition Brand.,"Aarti, Mihir Gadani","F-Prime Capital, Eight Roads Ventures India","1,20,00,000",Series B,3
Blive,2004,Panaji,Tourism,B: Live is an electric vehicle tourism startup.,"Samarth Kholkar, Sandeep Mukherjee","Mumbai Angels, DNA Entertainment Networks","10,00,000",Pre-series A,3
Nazara Technologies,2000,Mumbai,Gaming,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Nitish Mittersain,"Hornbill Capital Advisers, Plutus Wealth Management","3,00,00,000",,3
Euler Motors,2018,New Delhi,Automotive,Electric Light Commercial Vehicle,Saurav Kumar,"ADB Ventures, Jetty Ventures","26,00,000",Series A,3
Pixxel,2019,Bangalore,SpaceTech,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson","73,00,000",Seed,3
